Isolate,Region,ISBma3,ISBma2,ISRsy1,ISRme4,ISRso7,IS401,ISAisp2,ISButh1,ISRso10,ISRso11,ISRso12,ISRso14,ISRso16,ISRso20,ISRso13,IS1021,IS1405,IS1420,IS1421,ISRso1,ISRso18,ISRso9,Unknown_IS5,ISVei4,ISRso17,ISRso15
YO200,Chr,1,0,0,0,0,0,0,0,5,0,0,0,1,2,0,35,0,0,0,0,0,0,0,0,0,0
YO197,Chr,1,0,0,0,0,0,0,0,5,0,0,0,1,2,0,34,0,0,0,0,0,0,0,0,0,0
YO239,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,34,0,0,0,0,0,0,0,0,0,0
YO065,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,30,0,0,0,0,0,0,0,0,0,0
YO046,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,32,0,0,0,0,0,0,0,0,0,0
YO213,Chr,1,0,0,0,0,0,0,0,5,0,0,0,1,2,0,35,0,0,0,0,0,0,0,0,0,0
YO052,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,34,0,0,0,0,0,0,0,0,0,0
YO253,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,32,0,0,0,0,0,0,0,0,0,0
YO220,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,34,0,0,0,0,0,0,0,0,0,0
YO050,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,32,0,0,0,0,0,0,0,0,0,0
YO331,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,32,0,0,0,0,0,0,0,0,0,0
YO096,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,3,0,34,0,0,0,0,0,0,0,0,0,0
YO346,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,35,0,0,0,0,0,0,0,0,0,0
YO171,Chr,0,0,0,0,0,0,0,0,6,0,0,0,1,2,0,32,0,0,0,0,0,0,0,0,0,0
YO177,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,33,0,0,0,0,0,0,0,0,0,0
YO367,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,31,0,0,0,0,0,0,0,0,0,0
YO262,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,32,0,0,0,0,0,0,0,0,0,0
YO349,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,32,0,0,0,0,0,0,0,0,0,0
YO217,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,35,0,0,0,0,0,0,0,0,0,0
YO318,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,34,0,0,0,0,0,0,0,0,0,0
YO340,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,33,0,0,0,0,0,0,0,0,0,0
YO332,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,32,0,0,0,0,0,0,0,0,0,0
YO328,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,33,0,0,0,0,0,0,0,0,0,0
YO329,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,32,0,0,0,0,0,0,0,0,0,0
YO085,Chr,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0
YO053,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,34,0,0,0,0,0,0,0,0,0,0
YO090,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,30,0,0,0,0,0,0,0,0,0,0
YO359,Chr,1,0,0,0,0,0,0,0,6,0,0,0,1,2,0,35,0,0,0,0,0,0,0,0,0,0
YO158,Chr,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YO026,Chr,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
YO153,Chr,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YO152,Chr,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO159,Chr,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YO160,Chr,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YO036,Chr,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YO035,Chr,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YO089,Chr,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YO032,Chr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO157,Chr,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YO190,Chr,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
YO192,Chr,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
YO168,Chr,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
YO188,Chr,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
YO169,Chr,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
YO374,Chr,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
YO373,Chr,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO372,Chr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO039,Chr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO142,Chr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO043,Chr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO111,Chr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO041,Chr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
YO077,Chr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO134,Chr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
YO033,Chr,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO088,Chr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
YO098,Chr,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
YO189,Chr,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0
YO381,Chr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0
YO015,Chr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0
YO016,Chr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0
YO014,Chr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
YO021,Chr,0,0,1,0,1,0,0,0,4,4,2,2,2,1,3,0,0,0,2,5,1,3,0,0,0,1
YO018,Chr,0,0,1,0,1,0,0,0,4,3,2,2,2,1,3,0,0,0,2,5,1,3,0,0,0,1
YO191,Chr,0,0,1,0,1,0,0,0,6,3,1,2,2,1,3,0,0,0,2,5,2,4,0,0,0,0
YO080,Chr,0,0,1,0,1,0,0,0,4,5,1,2,2,1,3,0,0,0,2,5,1,4,0,0,0,1
YO156,Chr,0,0,1,0,1,0,0,0,4,5,2,2,2,1,3,0,0,0,2,6,1,4,0,0,0,2
YO020,Chr,0,0,1,0,1,0,0,0,5,5,2,2,2,1,3,0,0,0,2,6,1,5,0,0,0,2
YO081,Chr,0,0,1,0,1,0,0,0,4,4,1,3,2,0,3,0,0,0,2,6,1,4,0,0,0,1
YO149,Chr,0,0,1,0,2,0,0,0,3,2,1,1,2,1,2,0,0,0,1,4,0,0,0,0,0,0
YO007,Chr,0,0,1,0,3,0,0,0,4,2,2,0,2,0,1,0,0,0,1,5,0,0,0,0,0,1
YO005,Chr,0,0,1,0,3,0,0,0,4,2,2,0,2,1,1,0,0,0,1,6,0,0,0,0,0,1
YO075,Chr,0,0,1,0,2,0,0,0,4,2,1,1,2,1,2,0,0,0,1,5,0,0,0,0,0,2
YO151,Chr,0,0,1,0,2,0,0,0,4,2,2,0,2,1,1,0,0,0,1,5,0,0,0,0,0,1
YO042,Chr,1,0,1,0,3,0,0,0,2,2,2,0,2,0,0,0,0,0,1,4,0,0,0,0,0,3
YO037,Chr,1,0,1,0,4,0,0,0,2,2,2,0,2,0,0,0,0,0,1,4,0,0,0,0,0,3
YO155,Chr,1,0,1,0,3,0,0,0,2,2,2,0,2,0,0,0,0,0,1,4,0,0,0,0,0,3
YO038,Chr,1,0,1,0,3,0,0,0,2,2,2,0,2,0,0,0,0,0,1,4,0,0,0,0,0,3
YO034,Chr,1,0,1,0,3,0,0,0,2,2,2,0,2,0,0,0,0,0,1,4,0,0,0,0,0,3
YO130,Chr,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YO150,Chr,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1
YO187,Chr,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,0,5
YO027,Chr,2,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,6,0,2,3,0,0,1,0,0,0
YO074,Chr,2,0,0,0,5,0,0,0,1,0,0,0,2,1,0,0,4,0,2,5,0,0,1,0,0,0
YO154,Chr,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
YO101,Chr,0,0,0,0,3,4,0,0,1,5,0,0,0,0,0,2,2,0,1,2,0,0,1,0,4,0
YO028,Chr,2,0,0,0,0,0,0,0,1,3,0,0,2,1,0,0,6,9,2,2,0,0,1,0,1,0
YO133,Chr,4,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,1,4,0,0,0,0,1,0
YO009,Chr,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,4,0,0,0,0,0,1
YO124,Chr,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
YO141,Chr,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,1,3,3,2,1,2,0,0,0
YO139,Chr,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,2,1,3,3,4,1,1,0,0,0
YO136,Chr,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,2,3,3,2,1,2,0,0,0
YO138,Chr,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,2,3,2,2,1,2,0,0,0
YO140,Chr,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,3,2,2,1,2,0,0,0
YO137,Chr,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,3,3,3,1,2,0,0,0
YO163,Chr,0,0,0,0,0,1,0,2,0,0,0,0,2,1,0,0,4,0,1,2,0,0,1,0,1,0
YO079,Chr,0,0,0,0,0,2,0,2,0,0,0,0,2,1,0,0,4,0,1,2,0,0,1,0,1,0
YO164,Chr,0,0,0,0,0,2,0,2,0,0,0,0,2,1,0,0,3,0,1,2,0,0,2,0,1,0
YO122,Chr,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,2,0,1,3,0,1,4,0,2,0
YO194,Chr,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,3,0,1,3,1,1,4,0,2,0
YO178,Chr,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,2,0,1,3,0,1,4,0,3,0
YO135,Chr,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,4,0,1,2,1,1,4,0,1,0
YO193,Chr,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,3,0,1,2,1,1,3,0,2,0
YO182,Chr,2,0,0,0,0,2,0,2,0,0,0,0,2,1,0,0,0,0,4,2,0,0,0,0,0,2
YO040,Chr,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,6,0,1,4,0,0,0,0,0,0
YO378,Chr,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3,0,1,3,3,0,5,0,0,0
YO131,Chr,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,0,1,4,1,0,6,0,0,0
YO161,Chr,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,4,0,1,3,3,0,3,0,0,0
YO023,Chr,2,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,4,0,2,3,0,0,3,1,0,0
YO379,Chr,0,0,0,0,0,0,1,0,1,3,0,0,1,1,0,0,3,0,1,4,1,0,1,0,0,0
YO029,Chr,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,3,0,1,4,2,0,3,0,0,0
YO084,Chr,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO006,Chr,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,1,0,1,5,0,0,4,0,0,0
YO083,Chr,3,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,2,0,1,4,0,0,3,0,0,0
YO376,Chr,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,5,0,0,4,0,0,0
YO375,Chr,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,2,3,2,0,3,0,0,0
YO024,Chr,3,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,4,4,0,0,0,0,0,0
YO030,Chr,3,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,4,5,0,0,0,0,0,0
YO003,Chr,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
YO025,Chr,2,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,2,2,0,0,0,0,0,25
YO383,Chr,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
YO382,Chr,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO384,Chr,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
YO076,Chr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
YO001,Chr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
YO128,Chr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO145,Chr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO082,Chr,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO104,Chr,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
YO106,Chr,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0
YO102,Chr,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0
YO099,Chr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO119,Chr,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
YO129,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,40,1,0,0,1,0,0,0,0,0,0
YO002,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,0,1,0,0,0,0,0,0
YO184,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,1,1,1,0,0,0,0,0
YO019,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,42,1,0,0,1,0,0,0,0,0,0
YO251,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,40,1,0,0,1,0,0,0,0,0,0
YO250,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,1,0,0,1,1,0,0,0,0,0
YO258,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,1,1,1,0,0,0,0,0
YO210,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,42,1,0,1,1,1,0,0,0,0,0
YO241,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,42,1,0,0,1,0,0,0,0,0,0
YO287,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,36,1,0,1,0,1,0,0,0,0,0
YO293,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,1,0,0,0,0,0,0,0
YO237,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,0,1,0,0,0,0,0,0
YO321,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,35,1,0,0,0,1,0,0,0,0,0
YO232,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,43,1,0,1,0,0,0,0,0,0,0
YO203,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,1,0,0,1,0,0,0,0,0,0
YO166,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,36,1,0,0,1,0,0,0,0,0,0
YO370,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,36,1,0,0,1,1,0,0,0,0,0
YO070,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,33,0,0,0,1,0,0,0,0,0,0
YO069,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,39,1,0,0,1,1,0,0,0,0,0
YO347,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,40,1,0,1,1,0,0,0,0,0,0
YO316,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,35,0,0,1,1,1,0,0,0,0,0
YO317,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,0,1,0,0,0,0,0,0
YO113,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,0,0,0,1,0,0,0,0,0,0
YO369,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,1,0,0,1,0,0,0,0,0,0
YO356,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,36,1,0,1,1,1,0,0,0,0,0
YO361,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,40,1,0,0,1,1,0,0,0,0,0
YO097,MP,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,38,0,0,1,1,0,0,0,0,0,0
YO017,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,36,1,0,2,1,1,0,0,0,0,0
YO185,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,35,1,0,0,1,1,0,0,0,0,0
YO172,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,0,1,1,0,0,0,0,0
YO143,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,35,1,0,0,1,1,0,0,0,0,0
YO199,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,41,1,0,1,1,1,0,0,0,0,0
YO066,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,34,1,0,0,1,1,0,0,0,0,0
YO352,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,35,1,0,0,1,1,0,0,0,0,0
YO358,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,38,1,0,0,0,1,0,0,0,0,0
YO360,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,42,1,0,0,1,0,0,0,0,0,0
YO230,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,38,1,0,0,0,0,0,0,0,0,0
YO335,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,35,1,0,1,1,1,0,0,0,0,0
YO365,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,40,1,0,0,1,1,0,0,0,0,0
YO226,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,0,0,0,1,1,0,0,0,0,0
YO223,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,0,0,0,0,0,0,0,0
YO246,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,36,1,0,0,1,1,0,0,0,0,0
YO301,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,41,1,0,1,1,0,0,0,0,0,0
YO086,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,1,0,1,0,0,0,0,0
YO236,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,41,1,0,0,1,0,0,0,0,0,0
YO181,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,0,1,0,0,0,0,0,0
YO302,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,36,0,0,0,1,1,0,0,0,0,0
YO183,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,0,1,0,0,0,0,0,0
YO354,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,0,1,0,0,0,0,0,0
YO270,MP,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,34,0,0,0,1,1,0,0,0,0,0
YO229,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,36,1,0,0,0,0,0,0,0,0,0
YO228,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,1,0,0,1,1,0,0,0,0,0
YO342,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,34,1,0,1,1,1,0,0,0,0,0
YO218,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,26,1,0,1,1,1,0,0,0,0,0
YO146,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,0,1,1,0,0,0,0,0
YO004,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,0,0,1,0,1,0,0,0,0,0
YO132,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,36,1,0,0,1,0,0,0,0,0,0
YO013,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,40,1,0,1,1,1,0,0,0,0,0
YO165,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,36,1,0,0,1,0,0,0,0,0,0
YO051,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,1,0,0,0,1,0,0,0,0,0
YO263,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,0,1,0,0,0,0,0,0
YO221,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,0,1,0,0,0,0,0,0
YO306,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,1,0,0,0,0,0,0,0
YO261,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,36,1,0,0,0,0,0,0,0,0,0
YO267,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,1,1,0,0,0,0,0,0
YO260,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,1,0,0,1,0,0,0,0,0,0
YO062,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,0,0,0,0,0,0,0,0
YO272,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,0,1,0,0,0,0,0,0
YO341,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,36,0,0,0,0,1,0,0,0,0,0
YO173,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,40,1,0,0,1,1,0,0,0,0,0
YO245,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,0,1,1,0,0,0,0,0
YO247,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,0,0,0,1,0,0,0,0,0,0
YO279,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,1,0,1,1,0,0,0,0,0,0
YO334,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,1,0,1,1,0,0,0,0,0,0
YO273,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,1,0,0,1,0,0,0,0,0,0
YO277,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,41,0,0,0,1,0,0,0,0,0,0
YO344,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,0,1,1,0,0,0,0,0
YO117,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,40,1,0,0,1,1,0,0,0,0,0
YO330,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,0,0,0,1,1,0,0,0,0,0
YO011,MP,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,36,0,0,0,1,1,0,0,0,0,0
YO212,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,40,1,0,1,0,1,0,0,0,0,0
YO068,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,36,1,0,0,1,0,0,0,0,0,0
YO333,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,34,0,0,0,1,1,0,0,0,0,0
YO303,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,1,1,0,0,0,0,0,0
YO371,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,36,1,0,0,1,0,0,0,0,0,0
YO254,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,1,0,0,1,1,0,0,0,0,0
YO054,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
YO255,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,0,1,1,0,0,0,0,0
YO256,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,1,1,0,0,0,0,0,0
YO094,MP,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,39,0,0,0,1,1,0,0,0,0,0
YO170,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,1,1,1,0,0,0,0,0
YO357,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,0,1,1,0,0,0,0,0
YO363,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,36,1,0,0,1,0,0,0,0,0,0
YO364,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,1,0,1,1,1,0,0,0,0,0
YO366,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,0,0,1,1,1,0,0,0,0,0
YO144,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,1,0,0,0,0,0,0,0
YO092,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,39,0,0,0,1,1,0,0,0,0,0
YO283,MP,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,37,1,0,0,1,0,0,0,0,0,0
