Isolate,Region,ISBma3,ISBma2,ISRsy1,ISRme4,ISRso7,IS401,ISAisp2,ISButh1,ISRso10,ISRso11,ISRso12,ISRso14,ISRso16,ISRso20,ISRso13,IS1021,IS1405,IS1420,IS1421,ISRso1,ISRso18,ISRso9,Unknown_IS5,ISVei4,ISRso17,ISRso15
YO379,MP,3,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,5,0,1,2,3,0,0,1,0,0
YO029,MP,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,8,0,3,3,8,0,0,0,0,0
YO084,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
YO006,MP,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,8,0,5,0,6,0,0,0,0,0
YO083,MP,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,2,5,0,4,1,6,0,0,0,0,0
YO376,MP,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,1,6,0,1,0,6,0,0,0,0,0
YO375,MP,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,2,7,0,0,0,9,0,0,0,0,0
YO024,MP,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,3,0,0,3,4,0,0,0,0,0,0
YO030,MP,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,3,0,0,2,4,0,0,0,0,0,0
YO003,MP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
YO025,MP,3,0,0,0,0,0,0,1,1,0,0,3,2,0,0,0,1,0,0,3,1,0,0,0,0,0
YO383,MP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
YO382,MP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
YO384,MP,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
YO076,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
YO001,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
YO128,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO145,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO082,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
YO104,MP,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0
YO106,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
YO102,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
YO099,MP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO119,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0
